very_dry_skin,sores_that_heal_slowly,more_infections_than_usual,nausea,stomach_pains,urinate_a_lot,feel_very_thirsty,lose_weight_without_trying,blurry_vision,itching_hands_or_feet,feel_very_hungry,fever,fatigue,loss_of_appetite,vomiting,abdominal_pain,dark_urine,light_colored_stools,joint_pain,jaundice,rash,bone_pain,muscle_pain,cramp,eye_pain,cough_with_yellow_or_green mucus,shortness_of_breath,high_temperature,chest_pain,aching_body,feeling_very_tired,wheezing_noises_when_you_breathe,feeling_confused,disease
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,Pneumonia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Pneumonia
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitas
1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,AIDS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Pneumonia
0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,Typhoid
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,Pneumonia
0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,Malaria
0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,Peptic Ulcer
1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,Peptic Ulcer
1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,Common Cold
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Chicken Pox
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,Dengue
0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,Common Cold
1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,Tetanus
0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,Typhoid Fever
0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Typhoid
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Common Cold
1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,Chicken Pox
1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Chickenpox (Varicella)
0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,AIDS
1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,Chicken Pox
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,Dengue
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fungal infection
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,Typhoid
0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,Chikungunya
1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,Chicken Pox
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,Common Cold
0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,Common Cold
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,AIDS
0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Hepatitis
0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,Common Cold
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,Dengue
1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,Peptic Ulcer
0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,Influenza (Flu)
0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,Chikungunya
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,Typhoid
0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,Hepatitis B
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,Cholera
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,UTI
1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,AIDS
1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,Peptic Ulcer
0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,Peptic Ulcer
1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,Chicken Pox
0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,UTI
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Dengue
1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,Common Cold
1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,Covid
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,Covid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Pneumonia
1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,Chickenpox (Varicella)
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitas
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pneumonia
1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,Influenza (Flu)
1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,UTI
1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,Hepatitis D
1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,AIDS
1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,Peptic Ulcer
1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,Chicken Pox
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,AIDS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Dengue
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,Tuberculosis
0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Hepatitis
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,AIDS
1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,Whooping Cough (Pertussis)
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,Tuberculosis
0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,AIDS
1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,Typhoid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dengue
0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Gastroenteritis
1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,Peptic Ulcer
1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,Hepatitis E
1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,AIDS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,Pneumonia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Dengue
1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,Chicken Pox
1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,AIDS
0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,Malaria
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,Pneumonia
0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,Typhoid
1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,Common Cold
0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,Malaria
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,Tuberculosis
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,Covid
0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,Hepatitis C
0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,Peptic Ulcer
0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,Hepatitis E
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,Tuberculosis
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,Malaria
1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,Peptic Ulcer
1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,Common Cold
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,Pneumonia
0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Gastroenteritis
1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,Common Cold
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,Dengue
1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,Peptic Ulcer
1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,Typhoid
1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,Chicken Pox
0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,Malaria
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,Malaria
0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,Chicken Pox
1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,Chicken Pox
1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,Chicken Pox
0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,UTI
1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,Chicken Pox
0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,Hepatitis E
1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,Typhoid
1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,UTI
1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,Peptic Ulcer
0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,UTI
0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,Peptic Ulcer
0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,AIDS
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fungal infection
1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,AIDS
0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,AIDS
1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,Common Cold
1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,Typhoid
0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,Smallpox (eradicated)
1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,Tuberculosis
1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,Common Cold
0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,Peptic Ulcer
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,Pneumonia
0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,Common Cold
0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,Tuberculosis
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,Tuberculosis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Dengue
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Gastroenteritis
1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,UTI
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,AIDS
0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,AIDS
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,Pneumonia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dengue
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,Tuberculosis
1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,Tuberculosis
0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,Tuberculosis
1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,Peptic Ulcer
0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,Tuberculosis
1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,Peptic Ulcer
0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Malaria
1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,Peptic Ulcer
0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,AIDS
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,Dengue
0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,AIDS
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,Covid
1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,Tuberculosis
0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,Typhoid
1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,UTI
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,Malaria
1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diabetes
0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,Tuberculosis
1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,Common Cold
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,Covid
1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,Chicken Pox
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,Pneumonia
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitas
0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,Peptic Ulcer
1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,Dengue Fever
1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,Common Cold
0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,UTI
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitas
0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,Common Cold
0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,Chicken Pox
0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,Tetanus
1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,Peptic Ulcer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,Dengue
0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,AIDS
0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,Peptic Ulcer
1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,Common Cold
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dengue
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,Covid
0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,Chicken Pox
0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,UTI
1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,Chicken Pox
0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,Chicken pox
